t,S
25-Oct-1963,428.16
28-Oct-1963,434.82
29-Oct-1963,441.51
30-Oct-1963,439.66
31-Oct-1963,436.72
01-Nov-1963,440.18
04-Nov-1963,435.64
05-Nov-1963,435.16
06-Nov-1963,435.9
07-Nov-1963,434.52
08-Nov-1963,432.89
11-Nov-1963,430.99
12-Nov-1963,431.81
13-Nov-1963,433.67
14-Nov-1963,435.97
15-Nov-1963,435.08
18-Nov-1963,433.3
19-Nov-1963,431.77
21-Nov-1963,428.27
22-Nov-1963,425.3
25-Nov-1963,420.43
26-Nov-1963,426.94
27-Nov-1963,426.6
28-Nov-1963,422.32
29-Nov-1963,423.14
02-Dec-1963,426.64
03-Dec-1963,431.77
04-Dec-1963,434.67
05-Dec-1963,432.03
06-Dec-1963,430.8
09-Dec-1963,429.06
10-Dec-1963,426.86
11-Dec-1963,431.47
12-Dec-1963,431.03
13-Dec-1963,428.53
16-Dec-1963,428.46
17-Dec-1963,429.8
18-Dec-1963,432.48
19-Dec-1963,430.99
20-Dec-1963,430.43
23-Dec-1963,433.78
27-Dec-1963,441.78
30-Dec-1963,441.74
31-Dec-1963,438.95
02-Jan-1964,443
03-Jan-1964,450.78
06-Jan-1964,453.75
07-Jan-1964,451.15
08-Jan-1964,455.31
09-Jan-1964,458.62
10-Jan-1964,460.37
13-Jan-1964,462.98
14-Jan-1964,463.64
15-Jan-1964,467.07
16-Jan-1964,463.87
17-Jan-1964,464.54
20-Jan-1964,461.08
21-Jan-1964,455.57
22-Jan-1964,463.61
23-Jan-1964,467.74
24-Jan-1964,467.96
27-Jan-1964,463.16
28-Jan-1964,470.71
29-Jan-1964,472.12
30-Jan-1964,473.13
31-Jan-1964,475.58
03-Feb-1964,476.85
04-Feb-1964,473.2
05-Feb-1964,471.68
06-Feb-1964,473.31
